T1,T2,H1,H2,D1,D2,D3,D4
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Arg DRG,Blyze NIN,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Arg DRG,Blyze NIN,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Arg DRG,Blyze NIN,Sonja BRD,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Celaena AST,Arg DRG,Blyze NIN,Sonja BRD,Leone RDM
Prims PLD,Arg DRK,Celaena WHM,Kat AST,Blyze MNK,Leone DRG,Livia DNC,Sonja BLM
Prims PLD,Arg DRK,Kat WHM,Celaena SGE,Blyze MNK,Leone DRG,Livia DNC,Sonja BLM
Prims PLD,Arg DRK,Kat AST,Celaena SGE,Blyze MNK,Leone DRG,Livia DNC,Sonja BLM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Blyze MNK,Leone DRG,Livia DNC,Sonja BLM
Livia PLD,Prims DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Blyze PLD,Prims DRK,Celaena WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Blyze PLD,Leone GNB,Celaena WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze SCH,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Blyze PLD,Leone GNB,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Arg SMN
Arg DRK,Leone GNB,Celaena WHM,Livia AST,Blyze DRG,Prims SAM,Kat BRD,Sonja SMN
Arg DRK,Leone GNB,Livia AST,Celaena SGE,Blyze DRG,Prims SAM,Kat BRD,Sonja SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone DRG,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone NIN,Blyze SAM,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze SAM,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze DRG,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze SAM,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Lloyd DRG,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Arg DRG,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Arg DRG,Blyze NIN,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone NIN,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze NIN,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze NIN,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Leone NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Lloyd DRG,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Lloyd DRG,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze NIN,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Arg DRG,Blyze SAM,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Arg DRG,Blyze SAM,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone DRG,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Arg DRG,Sonja BRD,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze DRG,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Arg DRG,Blyze SAM,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze SAM,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Arg DRG,Blyze NIN,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Leone NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone DRG,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone NIN,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Arg DRG,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze SAM,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Leone NIN,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone MNK,Blyze DRG,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Leone DRG,Blyze NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Blyze MNK,Lloyd DRG,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Blyze SAM,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Kat AST,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Celaena SGE,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat AST,Celaena SGE,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Prims DRK,Kat WHM,Livia AST,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Celaena AST,Blyze DRG,Sonja DNC,Arg SMN,Leone RDM
Livia DRK,Leone GNB,Blyze SCH,Celaena AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze WHM,Livia AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze WHM,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze WHM,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze AST,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Celaena WHM,Blyze SCH,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze WHM,Celaena AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze AST,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Celaena WHM,Blyze AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Blyze PLD,Leone GNB,Celaena WHM,Livia AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze SCH,Livia AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Blyze PLD,Leone GNB,Livia AST,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Leone GNB,Blyze SCH,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze SCH,Celaena AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze WHM,Celaena AST,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Blyze SCH,Celaena SGE,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Leone GNB,Celaena WHM,Blyze SCH,Sonja MNK,Prims SAM,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Arg DRG,Kat DNC,Sonja BLM
Prims PLD,Leone GNB,Livia AST,Celaena SGE,Blyze MNK,Arg DRG,Kat DNC,Sonja BLM
Prims DRK,Leone GNB,Livia AST,Celaena SGE,Blyze MNK,Arg DRG,Kat DNC,Sonja BLM
Prims PLD,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Arg DRG,Kat DNC,Sonja BLM
Blyze PLD,Arg DRK,Kat WHM,Celaena SGE,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Kat WHM,Blyze AST,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Arg DRK,Kat AST,Celaena SGE,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Blyze SCH,Kat AST,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Blyze WHM,Kat AST,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Arg DRK,Celaena WHM,Kat AST,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Arg DRK,Kat WHM,Celaena AST,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Kat WHM,Blyze SCH,Prims SAM,Livia DNC,Sonja BLM,Leone RDM
Livia DRK,Leone GNB,Celaena WHM,Kat AST,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Celaena PLD,Leone GNB,Kat WHM,Livia AST,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia DRK,Leone GNB,Kat AST,Celaena SGE,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia PLD,Leone GNB,Kat AST,Celaena SGE,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia PLD,Leone GNB,Celaena WHM,Kat AST,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia DRK,Leone GNB,Kat WHM,Celaena AST,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Livia PLD,Leone GNB,Kat WHM,Celaena AST,Blyze MNK,Prims SAM,Sonja MCH,Arg SMN
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze MNK,Prims SAM,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Blyze NIN,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Blyze SAM,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze MNK,Lloyd DRG,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze NIN,Prims SAM,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze MNK,Prims SAM,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze NIN,Prims SAM,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Blyze SAM,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze DRG,Prims SAM,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Prims SAM,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze DRG,Prims SAM,Kat BRD,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Blyze NIN,Kat DNC,Leone RDM
Sonja WAR,Arg DRK,Livia AST,Celaena SGE,Blyze MNK,Lloyd DRG,Kat DNC,Leone RDM
Prims DRK,Leone GNB,Celaena WHM,Livia AST,Blyze DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Livia AST,Celaena SGE,Blyze DRG,Sonja MCH,Kat DNC,Arg SMN
Prims DRK,Leone GNB,Livia AST,Celaena SGE,Blyze DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Livia AST,Blyze DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Leone GNB,Blyze WHM,Celaena AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Blyze AST,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Celaena AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Blyze AST,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Celaena AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze SCH,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Blyze SCH,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Celaena AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Blyze AST,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Leone GNB,Blyze WHM,Celaena SGE,Livia DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Sonja WAR,Kat WHM,Blyze SCH,Lloyd DRG,Livia DNC,Arg SMN,Leone RDM
Prims PLD,Sonja WAR,Kat WHM,Blyze SCH,Leone MNK,Lloyd DRG,Livia DNC,Arg SMN
Prims PLD,Sonja WAR,Kat WHM,Blyze SCH,Lloyd DRG,Leone NIN,Livia DNC,Arg SMN
Arg DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia DRK,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Arg DRK,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Celaena PLD,Arg DRK,Blyze WHM,Livia AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Celaena PLD,Arg DRK,Blyze SCH,Livia AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Celaena PLD,Leone GNB,Blyze WHM,Livia AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Arg DRK,Leone GNB,Blyze SCH,Celaena AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia DRK,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Arg DRK,Leone GNB,Blyze WHM,Celaena AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Arg DRK,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Arg DRK,Celaena WHM,Blyze AST,Lloyd DRG,Prims SAM,Kat BRD,Sonja BLM
